symbol,name,date,price
BA,Boeing,7/22/19,373.420013
BA,Boeing,7/23/19,373.070007
BA,Boeing,7/24/19,361.429993
BA,Boeing,7/25/19,348.089996
BA,Boeing,7/26/19,345
BA,Boeing,7/29/19,340.209991
EA,Electronic Arts,4/30/19,94.650002
EA,Electronic Arts,5/1/19,94.860001
EA,Electronic Arts,5/2/19,94.400002
EA,Electronic Arts,5/3/19,92.5
EA,Electronic Arts,5/6/19,93.760002
EA,Electronic Arts,5/7/19,92.730003
EA,Electronic Arts,5/8/19,93.879997
EA,Electronic Arts,5/9/19,93.32
EA,Electronic Arts,5/10/19,93.879997
EA,Electronic Arts,5/13/19,90.419998
EA,Electronic Arts,5/14/19,94.57
EA,Electronic Arts,5/15/19,96.769997
EA,Electronic Arts,5/16/19,99
EA,Electronic Arts,5/17/19,97.260002
EA,Electronic Arts,5/20/19,92.690002
EA,Electronic Arts,5/21/19,95.650002
EA,Electronic Arts,5/22/19,93.839996
EA,Electronic Arts,5/23/19,92.110001
EA,Electronic Arts,5/24/19,92.269997
EA,Electronic Arts,5/28/19,93.5
EA,Electronic Arts,5/29/19,92.550003
EA,Electronic Arts,5/30/19,92.129997
EA,Electronic Arts,5/31/19,93.080002
EA,Electronic Arts,6/3/19,91.309998
EA,Electronic Arts,6/4/19,94.129997
EA,Electronic Arts,6/5/19,95.25
EA,Electronic Arts,6/6/19,96.389999
EA,Electronic Arts,6/7/19,96.989998
EA,Electronic Arts,6/10/19,95.510002
EA,Electronic Arts,6/11/19,94.580002
EA,Electronic Arts,6/12/19,92.669998
EA,Electronic Arts,6/13/19,93.57
EA,Electronic Arts,6/14/19,92.730003
EA,Electronic Arts,6/17/19,92.440002
EA,Electronic Arts,6/18/19,92.029999
EA,Electronic Arts,6/19/19,92.580002
EA,Electronic Arts,6/20/19,93.190002
EA,Electronic Arts,6/21/19,95.330002
EA,Electronic Arts,6/24/19,99
EA,Electronic Arts,6/25/19,96.900002
EA,Electronic Arts,6/26/19,97.32
EA,Electronic Arts,6/27/19,99.139999
EA,Electronic Arts,6/28/19,101.260002
EA,Electronic Arts,7/1/19,100.889999
EA,Electronic Arts,7/2/19,102.720001
EA,Electronic Arts,7/3/19,98.110001
EA,Electronic Arts,7/5/19,93.599998
EA,Electronic Arts,7/8/19,93.440002
EA,Electronic Arts,7/9/19,92.050003
EA,Electronic Arts,7/10/19,93.959999
EA,Electronic Arts,7/11/19,93.489998
EA,Electronic Arts,7/12/19,92.82
EA,Electronic Arts,7/15/19,92.220001
EA,Electronic Arts,7/16/19,89.550003
EA,Electronic Arts,7/17/19,89.699997
EA,Electronic Arts,7/18/19,89.190002
EA,Electronic Arts,7/19/19,87.5
EA,Electronic Arts,7/22/19,88.139999
EA,Electronic Arts,7/23/19,88.220001
EA,Electronic Arts,7/24/19,89.779999
EA,Electronic Arts,7/25/19,89.160004
EA,Electronic Arts,7/26/19,89.510002
EA,Electronic Arts,7/29/19,88.870003
SPOT,Spotify,4/30/19,135.770004
SPOT,Spotify,5/1/19,136.5
SPOT,Spotify,5/2/19,132.699997
SPOT,Spotify,5/3/19,136.169998
SPOT,Spotify,5/6/19,137
SPOT,Spotify,5/7/19,136.059998
SPOT,Spotify,5/8/19,137.710007
SPOT,Spotify,5/9/19,134.830002
SPOT,Spotify,5/10/19,137.850006
SPOT,Spotify,5/13/19,132.389999
SPOT,Spotify,5/14/19,133.580002
SPOT,Spotify,5/15/19,136.429993
SPOT,Spotify,5/16/19,135.429993
SPOT,Spotify,5/17/19,132.759995
SPOT,Spotify,5/20/19,131.520004
SPOT,Spotify,5/21/19,132.240005
SPOT,Spotify,5/22/19,127.089996
SPOT,Spotify,5/23/19,121.580002
SPOT,Spotify,5/24/19,124.650002
SPOT,Spotify,5/28/19,124.360001
SPOT,Spotify,5/29/19,125.669998
SPOT,Spotify,5/30/19,127.610001
SPOT,Spotify,5/31/19,125.580002
SPOT,Spotify,6/3/19,122.809998
SPOT,Spotify,6/4/19,127.610001
SPOT,Spotify,6/5/19,131
SPOT,Spotify,6/6/19,135.410004
SPOT,Spotify,6/7/19,140.080002
SPOT,Spotify,6/10/19,139.229996
SPOT,Spotify,6/11/19,138.600006
SPOT,Spotify,6/12/19,142.5
SPOT,Spotify,6/13/19,144.850006
SPOT,Spotify,6/14/19,144.589996
SPOT,Spotify,6/17/19,149.5
SPOT,Spotify,6/18/19,147.009995
SPOT,Spotify,6/19/19,149.300003
SPOT,Spotify,6/20/19,149.770004
SPOT,Spotify,6/21/19,148.309998
SPOT,Spotify,6/24/19,150.039993
SPOT,Spotify,6/25/19,144.160004
SPOT,Spotify,6/26/19,142.100006
SPOT,Spotify,6/27/19,143.25
SPOT,Spotify,6/28/19,146.220001
SPOT,Spotify,7/1/19,145.289993
SPOT,Spotify,7/2/19,146.429993
SPOT,Spotify,7/3/19,145.860001
SPOT,Spotify,7/5/19,146.309998
SPOT,Spotify,7/8/19,144.289993
SPOT,Spotify,7/9/19,147.240005
SPOT,Spotify,7/10/19,151.360001
SPOT,Spotify,7/11/19,151.460007
SPOT,Spotify,7/12/19,152.300003
SPOT,Spotify,7/15/19,154.270004
SPOT,Spotify,7/16/19,151.449997
SPOT,Spotify,7/17/19,148.089996
SPOT,Spotify,7/18/19,145.199997
SPOT,Spotify,7/19/19,144.110001
SPOT,Spotify,7/22/19,146.759995
SPOT,Spotify,7/23/19,148.740005
SPOT,Spotify,7/24/19,152.339996
SPOT,Spotify,7/25/19,152.970001
SPOT,Spotify,7/26/19,155.380005
SPOT,Spotify,7/29/19,153.889999
NVDA,NVIDIA,4/30/19,180.79364
NVDA,NVIDIA,5/1/19,180.264252
NVDA,NVIDIA,5/2/19,182.98114
NVDA,NVIDIA,5/3/19,182.801346
NVDA,NVIDIA,5/6/19,179.644958
NVDA,NVIDIA,5/7/19,172.912628
NVDA,NVIDIA,5/8/19,173.72171
NVDA,NVIDIA,5/9/19,169.995972
NVDA,NVIDIA,5/10/19,168.627533
NVDA,NVIDIA,5/13/19,158.269348
NVDA,NVIDIA,5/14/19,161.855255
NVDA,NVIDIA,5/15/19,159.398056
NVDA,NVIDIA,5/16/19,160.00737
NVDA,NVIDIA,5/17/19,156.351532
NVDA,NVIDIA,5/20/19,151.576981
NVDA,NVIDIA,5/21/19,154.883209
NVDA,NVIDIA,5/22/19,152.026474
NVDA,NVIDIA,5/23/19,147.152039
NVDA,NVIDIA,5/24/19,144.984512
NVDA,NVIDIA,5/28/19,143.166595
NVDA,NVIDIA,5/29/19,140.179993
NVDA,NVIDIA,5/30/19,139.110001
NVDA,NVIDIA,5/31/19,135.460007
NVDA,NVIDIA,6/3/19,133.779999
NVDA,NVIDIA,6/4/19,143
NVDA,NVIDIA,6/5/19,141.279999
NVDA,NVIDIA,6/6/19,143.779999
NVDA,NVIDIA,6/7/19,145.5
NVDA,NVIDIA,6/10/19,148.429993
NVDA,NVIDIA,6/11/19,150.75
NVDA,NVIDIA,6/12/19,146.199997
NVDA,NVIDIA,6/13/19,148.259995
NVDA,NVIDIA,6/14/19,144.639999
NVDA,NVIDIA,6/17/19,145.029999
NVDA,NVIDIA,6/18/19,152.880005
NVDA,NVIDIA,6/19/19,153.119995
NVDA,NVIDIA,6/20/19,154.100006
NVDA,NVIDIA,6/21/19,151.759995
NVDA,NVIDIA,6/24/19,152.660004
NVDA,NVIDIA,6/25/19,151.479996
NVDA,NVIDIA,6/26/19,159.259995
NVDA,NVIDIA,6/27/19,163.229996
NVDA,NVIDIA,6/28/19,164.229996
NVDA,NVIDIA,7/1/19,166.169998
NVDA,NVIDIA,7/2/19,162.229996
NVDA,NVIDIA,7/3/19,162.75
NVDA,NVIDIA,7/5/19,160.229996
NVDA,NVIDIA,7/8/19,157.210007
NVDA,NVIDIA,7/9/19,157.309998
NVDA,NVIDIA,7/10/19,160.059998
NVDA,NVIDIA,7/11/19,166.279999
NVDA,NVIDIA,7/12/19,167.610001
NVDA,NVIDIA,7/15/19,167.270004
NVDA,NVIDIA,7/16/19,167.080002
NVDA,NVIDIA,7/17/19,169.710007
NVDA,NVIDIA,7/18/19,170.179993
NVDA,NVIDIA,7/19/19,168.440002
NVDA,NVIDIA,7/22/19,171.320007
NVDA,NVIDIA,7/23/19,175.660004
NVDA,NVIDIA,7/24/19,178.660004
NVDA,NVIDIA,7/25/19,173.380005
NVDA,NVIDIA,7/26/19,175.070007
NVDA,NVIDIA,7/29/19,174.820007
